	0	1
427	0.8333333373069763	[32, 5, 'tanh', 'tanh', 'tanh', 'softmax']
996	0.8333333373069763	[64, 3, 'softmax', 'tanh', 'softplus', 'sigmoid']
1000	0.8333333373069763	[64, 3, 'softmax', 'tanh', 'tanh', 'sigmoid']
425	0.8333333373069763	[32, 5, 'tanh', 'tanh', 'tanh', 'softplus']
393	0.8333333373069763	[32, 5, 'tanh', 'sigmoid', 'tanh', 'softplus']
313	0.8333333373069763	[32, 5, 'sigmoid', 'softmax', 'tanh', 'softplus']
296	0.8333333373069763	[32, 5, 'sigmoid', 'tanh', 'tanh', 'sigmoid']
2028	0.8333333373069763	[128, 5, 'softmax', 'tanh', 'softmax', 'sigmoid']
207	0.8333333333333334	[32, 3, 'softmax', 'sigmoid', 'softmax', 'softmax']
2300	0.8333333333333334	[128, 7, 'softmax', 'softmax', 'softmax', 'sigmoid']
275	0.8333333293596904	[32, 5, 'sigmoid', 'softplus', 'sigmoid', 'softmax']
1272	0.8333333293596904	[64, 5, 'softmax', 'softmax', 'tanh', 'sigmoid']
564	0.8333333293596904	[32, 7, 'sigmoid', 'softmax', 'softplus', 'sigmoid']
1799	0.8333333293596904	[128, 5, 'sigmoid', 'sigmoid', 'softplus', 'softmax']
536	0.8333333293596904	[32, 7, 'sigmoid', 'softplus', 'tanh', 'sigmoid']
535	0.8333333293596904	[32, 7, 'sigmoid', 'softplus', 'softplus', 'softmax']
539	0.8333333293596904	[32, 7, 'sigmoid', 'softplus', 'tanh', 'softmax']
303	0.8333333293596904	[32, 5, 'sigmoid', 'tanh', 'softmax', 'softmax']
272	0.8333333293596904	[32, 5, 'sigmoid', 'softplus', 'sigmoid', 'sigmoid']
1893	0.8333333293596904	[128, 5, 'softplus', 'tanh', 'softplus', 'softplus']
295	0.8333333293596904	[32, 5, 'sigmoid', 'tanh', 'softplus', 'softmax']
293	0.8333333293596904	[32, 5, 'sigmoid', 'tanh', 'softplus', 'softplus']
264	0.8333333293596904	[32, 5, 'sigmoid', 'sigmoid', 'tanh', 'sigmoid']
1813	0.8333333293596904	[128, 5, 'sigmoid', 'softplus', 'softplus', 'softplus']
1876	0.8333333293596904	[128, 5, 'softplus', 'softplus', 'softplus', 'sigmoid']
1815	0.8333333293596904	[128, 5, 'sigmoid', 'softplus', 'softplus', 'softmax']
999	0.8333333293596904	[64, 3, 'softmax', 'tanh', 'softplus', 'softmax']
288	0.8333333293596904	[32, 5, 'sigmoid', 'tanh', 'sigmoid', 'sigmoid']
547	0.8333333293596904	[32, 7, 'sigmoid', 'tanh', 'sigmoid', 'softmax']
2045	0.8333333253860473	[128, 5, 'softmax', 'softmax', 'softmax', 'softplus']
